	gene	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
200	WBGene00012866	Y45F10A.3	77.3406876615302	-3.0552692884253	0.426945696017434	-4.86354414388519	1.15302295438517e-06	3.54288298152648e-05
201	WBGene00012899	Y46G5A.7	150.324622096421	-2.48009891922483	0.295912185882112	-5.06829157316063	4.01402198188486e-07	1.32376216307763e-05
202	WBGene00012922	Y47D3A.1	54.4333887422301	-2.63057947223578	0.468142805542717	-3.57872624367369	0.000345272899322894	0.00729746672021951
203	WBGene00012933	mib-1	61.6754496229565	-2.71063739771334	0.441169622263106	-3.95778409744207	7.56482869204054e-05	0.00182582032564045
204	WBGene00012944	Y47D3B.11	299.296711754779	-3.18542038924715	0.240310161609493	-9.12014124865304	7.50264815198449e-20	7.97260569594907e-18
205	WBGene00012967	kvs-4	73.8777579584199	-3.8105633389264	0.478786229839703	-5.77044563546934	7.90621694106488e-09	3.18370872716249e-07
206	WBGene00012985	Y48C3A.1	236.063493603755	-2.44052945053875	0.248746202629881	-5.85015268987927	4.91121951745492e-09	2.04215981130693e-07
207	WBGene00013159	Y53F4B.12	329.884479160874	-4.94803412041128	0.314480327923201	-12.2937994606802	9.77989577103008e-35	2.26745401648943e-32
208	WBGene00013180	cutl-10	63.554277077242	-2.4457615679367	0.43498163294562	-3.42553701448196	0.000613585322304812	0.0118849146859598
209	WBGene00013221	Y54G11A.14	8494.43256536681	1.93772617746545	0.106153456978696	8.86511030092459	7.64283726930952e-19	7.49683948044706e-17
210	WBGene00013222	dmsr-6	300.711942154443	1.61849390458213	0.203803614338214	3.09518615601543	0.00196689406698988	0.0339699921140848
211	WBGene00013230	fbxb-22	128.073060962165	-3.14765581300301	0.343690822687225	-6.28115941709715	3.36057323796714e-10	1.70276462540971e-08
212	WBGene00013233	sdz-33	170.219776684439	-2.76264206739578	0.303364255608178	-5.86998408937212	4.35836963360003e-09	1.86289866294267e-07
213	WBGene00013234	fbxb-24	224.038463771815	-3.06412324624842	0.265842849779862	-7.7978081081326	6.29916977752485e-15	4.77177702651907e-13
214	WBGene00013288	Y57A10C.10	126.36350563052	-2.32110424290854	0.330451731250507	-4.08144391028444	4.47567794846046e-05	0.00113014561002214
215	WBGene00013387	Y62F5A.9	39.4778806224597	-3.30172686157676	0.587244227060981	-3.93449224869692	8.33727592166813e-05	0.00198100925703984
216	WBGene00013429	Y66D12A.3	69.3701856691867	-3.24705127182175	0.453836396203789	-4.9734295408985	6.57786885092437e-07	2.10574370621014e-05
217	WBGene00013440	Y66D12A.14	260.925132600893	-3.90714224821065	0.279294941760356	-10.3600972723639	3.76578873744524e-25	5.70965632867366e-23
218	WBGene00013499	Y70G10A.3	255.775635624344	-3.90805997103558	0.281615338474967	-10.2764424172677	8.99881214898667e-25	1.29905493871504e-22
219	WBGene00013500	Y71A12B.2	271.048776653332	-2.32440569292132	0.232880211193592	-5.74502434551857	9.19077618975864e-09	3.64345226051002e-07
220	WBGene00013511	Y71A12B.15	63.4550461593725	-3.0452002047907	0.454816963901325	-4.54320895467452	5.54042826388367e-06	0.00015641998762721
221	WBGene00013536	Y73F8A.32	85.9657824501605	-3.10567905201288	0.414774335695944	-5.12182358057819	3.02594932507176e-07	1.00658862113583e-05
222	WBGene00013537	Y73F8A.33	254.718002770249	-3.89505187356251	0.285380948614082	-10.1007458632641	5.48236133630353e-24	7.4902761757247e-22
223	WBGene00013563	Y75B8A.33	108.886582559084	-4.20513653056625	0.436179607989446	-7.16734329703999	7.64671146046581e-13	5.04353356758827e-11
224	WBGene00013575	acs-5	198.224725283925	-5.27828940924577	0.414260913372996	-9.75364880445369	1.77954569654588e-22	2.26921735404543e-20
225	WBGene00013672	catp-1	139.910951735397	-4.48959167716641	0.408414080511989	-8.28865542589196	1.1453582437353e-16	1.00725700262285e-14
226	WBGene00013736	Y111B2A.13	1462.74052465662	1.72858779256501	0.127325162746437	5.75984490953129	8.41912566277761e-09	3.37249897622573e-07
227	WBGene00013859	ZC247.1	774.760109525627	-1.60048805275565	0.149940290053069	-4.04838784940072	5.15716355334014e-05	0.00128945942309168
228	WBGene00014027	tpk-1	1872.24350751547	4.43898664608983	0.139939133804246	24.5861733066113	1.77577213151607e-133	2.26440542970491e-130
229	WBGene00014033	arrd-15	127.030572059922	-3.41107908729423	0.353164866588904	-6.82672921879963	8.6872443959228e-12	4.92341532394114e-10
230	WBGene00014041	ZK666.1	51.6951882930996	-3.48793978063691	0.53604406037355	-4.61298515315259	3.96926665385772e-06	0.000114599468561001
231	WBGene00014061	ZK673.5	77.7807992030073	-4.10290850483879	0.490819876183085	-6.12647717464644	8.98460886548974e-10	4.3507115461938e-08
232	WBGene00014064	sdz-37	45.8600042249068	-3.07532714875692	0.53107323868558	-3.95922004575629	7.51949314061658e-05	0.00182062158287524
233	WBGene00014105	ZK856.4	35.1372549870998	-3.01032849451051	0.581313008926914	-3.52140961759979	0.000429258972281613	0.0087814449115685
234	WBGene00014148	ZK909.3	140.407240076091	-2.19765519429625	0.294403671877937	-4.14289924111131	3.42942641192679e-05	0.000877543193232505
235	WBGene00014178	ZK1010.4	76.7040487193918	-4.34525555892364	0.516481052953149	-6.16982634997391	6.83650324734662e-10	3.35737456972938e-08
236	WBGene00014206	nit-1	204.692224429834	-2.16057841089917	0.257630257750988	-4.57210818314098	4.82841523530893e-06	0.000137331616971556
237	WBGene00014213	ZK1073.1	260.471499854313	-1.71754128991847	0.219352327746123	-3.33365057352985	0.000857142637834097	0.0160342257263293
238	WBGene00014307	F07H5.3	26.5251221441382	2.73130538259699	0.583380410938548	3.11684822216873	0.00182795656221965	0.0317135955953346
239	WBGene00014308	F07H5.4	283.733592071532	5.80683310488745	0.342499254784671	13.5962077624346	4.21740735572395e-42	1.24105321840938e-39
240	WBGene00014807	M04D5.1	46.4211451122996	-2.78555938173008	0.504078776933521	-3.62757158952507	0.000286099461892879	0.00614872748017532
241	WBGene00014955	Y102A5C.6	115.926935073469	-2.38790002577363	0.356352341162401	-3.98400613094616	6.77631230503516e-05	0.00165113265751032
242	WBGene00015017	B0205.1	465.729880031762	1.82279017273121	0.175876704127687	4.72983792974252	2.24699143717399e-06	6.63773416440857e-05
243	WBGene00015096	B0261.8	2523.32236804977	2.38724939608609	0.405175009825726	3.55018464308825	0.000384961046235142	0.00798194299388908
244	WBGene00015128	B0303.7	86.3747087801701	-2.38682801702817	0.434905763216532	-3.30464422660293	0.000950970324266176	0.0176171282105581
245	WBGene00015158	B0361.4	248.269861213095	1.71723093575439	0.218155788107422	3.35215257595588	0.000801858139664268	0.0150737509252367
246	WBGene00015238	B0511.13	2610.13806848473	3.93536739797671	0.118520645983181	24.7892398727375	1.17111821320002e-135	1.79204508983866e-132
247	WBGene00015271	C01B4.7	122.823096328669	-2.52624270931271	0.324177509802713	-4.77847215250254	1.76632220099663e-06	5.3198797037393e-05
248	WBGene00015451	C04F5.9	80.3231992138787	-2.26949276497254	0.376843938952479	-3.46226551616323	0.000535648435727355	0.0106447952772727
249	WBGene00015469	C05D2.8	151.148873445691	-3.992511093825	0.364022295197236	-8.1308867014113	4.26161521294249e-16	3.58303494442011e-14
250	WBGene00015485	C05D11.8	57.0331842291047	-2.511518465129	0.447187338994529	-3.47785980536595	0.000505434201805492	0.010203369598981
251	WBGene00015701	C11D2.3	104.958028049656	-3.16141410561718	0.374835556084668	-5.79746532069444	6.732469697719e-09	2.72540347392847e-07
252	WBGene00015735	pdfr-1	146.870735160972	-2.56345482633665	0.299967934809775	-5.27581092085265	1.32170310723731e-07	4.55511282588859e-06
253	WBGene00015797	C15F1.8	1526.40420978456	4.07497193874446	0.138076594573916	22.2873582471861	4.90069624875462e-110	4.16613633324684e-107
254	WBGene00015868	C16H3.3	250.404380119453	-2.49741207693867	0.254040639983551	-5.95483671393846	2.60331618795122e-09	1.17060676180444e-07
255	WBGene00016067	C24H10.1	87.845268716481	-2.77137993703385	0.394405741473547	-4.56359549268911	5.0284921815327e-06	0.000142492569188543
256	WBGene00016110	npr-11	68.9292063619992	-4.67325542049262	0.572723586192957	-5.85342166028546	4.81561139401008e-09	2.01334659975798e-07
257	WBGene00016177	C28C12.1	40.3412679383454	-4.06966729692303	0.642790354001513	-4.46257367137136	8.09810726512493e-06	0.000224487748860401
258	WBGene00016273	C30G12.1	783.144491166377	-4.42790691295276	0.196703643341407	-17.3676688039934	1.44998245374027e-67	9.24484646130569e-65
259	WBGene00016295	fbxc-40	65.5408511024114	-2.87760026258932	0.441876118726658	-4.31504894653993	1.59567544060418e-05	0.000431396211875004
260	WBGene00016307	fbxc-18	82.4491197649306	-2.108930216134	0.370234593875493	-3.09352741653621	0.00197792276640672	0.0340835294724726
261	WBGene00016319	C32D5.12	94.2446447735983	-2.19259330855649	0.357072003547949	-3.43264813976169	0.000597717248687499	0.0116364749865345
262	WBGene00016345	C33E10.1	59.3444394327559	-2.63572223301796	0.448560711513587	-3.73656382390352	0.000186552113747248	0.00418566047589499
263	WBGene00016435	C35B1.5	125.780887978654	-3.02204011177847	0.356193849673388	-5.72955556293609	1.00694103653993e-08	3.95082352336771e-07
264	WBGene00016485	C36C9.1	46.323371897487	-2.75366449329744	0.521100704326706	-3.46633229660414	0.00052761076210339	0.0105123696376381
265	WBGene00016550	C40A11.7	65.7316248281279	2.56862417708647	0.403320055697648	3.99630244308393	6.43395262244072e-05	0.00157272113464198
266	WBGene00016565	C41D11.6	417.015246813175	-2.20804119983985	0.191929479914542	-6.34427599054227	2.23473892229559e-10	1.16312840098527e-08
267	WBGene00016585	oac-59	119.454869027028	-2.88120864791747	0.342372196424299	-5.54837192707517	2.88341985252591e-08	1.08142378880763e-06
268	WBGene00016639	C44B12.6	43.7596009367253	-2.70135936981528	0.508689619929117	-3.4381402068328	0.000585724338717439	0.0114320839681814
269	WBGene00016871	inso-1	331.155920613259	-3.31005281694154	0.233141863514747	-9.92631743660864	3.19850580059639e-23	4.14775726785813e-21
270	WBGene00016882	C52E2.3	29.3607665620045	-3.03535898927619	0.630943526967496	-3.2895313174427	0.00100354388060373	0.0184570053617768
271	WBGene00016953	C55C3.3	152.745279057043	-3.74813424299556	0.390015116664497	-7.0441065200715	1.86655316492635e-12	1.18024779048359e-10
272	WBGene00017009	D1007.13	14.0415620849666	3.70767584613825	0.784130583330053	3.29420582715307	0.000987001959765256	0.0182404637540193
273	WBGene00017071	aagr-1	237.491172974826	-5.11149880974812	0.371106146587254	-10.6662556289526	1.46407982118347e-26	2.33368223164057e-24
274	WBGene00017106	E02H9.9	62.2518309348725	-3.44508361780876	0.483693728663088	-5.0349072552803	4.78080243306766e-07	1.5631589493761e-05
275	WBGene00017152	EGAP798.1	70.3951079538184	-2.5634392568869	0.411289663864887	-3.88757803320756	0.000101249442878466	0.00238356765373276
276	WBGene00017160	F01F1.3	50.0515787755307	-2.89487038863946	0.508737657806889	-3.80483438074164	0.000141899103470073	0.00328990921408948
277	WBGene00017185	F07B7.1	453.138307510222	-1.6026843422894	0.181667363685197	-3.37022897411794	0.00075105747057463	0.0142589099438374
278	WBGene00017186	F07B7.2	522.355655429362	-3.07424072048018	0.187735392211459	-11.0769908567578	1.62233705072657e-28	2.9553573274069e-26
279	WBGene00017354	F10E9.2	221.348271181056	-3.85303574285449	0.302845430505995	-9.37913973317694	6.65131801517853e-21	7.82911294371245e-19
280	WBGene00017453	F14D2.5	42.8334288399126	-3.27652045206264	0.583934997234011	-3.93485482361886	8.32470002362069e-05	0.00198100925703984
281	WBGene00017515	F16F9.4	130.942989332491	-1.96516581143815	0.314913310975176	-3.15219026594045	0.0016205064254953	0.0283070654371337
282	WBGene00017639	F20D6.10	160.046167234025	-2.17862514569078	0.287970015515099	-4.16806018855003	3.07202825798499e-05	0.0007913834411395
283	WBGene00017644	exc-9	39.9044368882085	-2.64820200065127	0.52711796295498	-3.23035567772861	0.00123636306308026	0.0223099381972336
284	WBGene00017698	F22B7.9	59.4061938788933	-4.10043140952156	0.555018874964104	-5.35416957953916	8.59502249662823e-08	3.058628703335e-06
285	WBGene00017737	F23C8.8	65.1691457049855	-2.91382283734238	0.453722888322997	-4.28726376260238	1.80887462932762e-05	0.000482219504842705
286	WBGene00017796	F25G6.1	942.524523887152	1.49714862827762	0.160121499766271	3.15245285486219	0.00161904963920712	0.0283070654371337
287	WBGene00017818	F26D11.1	1076.53388524212	5.0207932675553	0.174632785830311	22.9804168462218	7.31815467043832e-117	7.99874305478908e-114
288	WBGene00017900	F28E10.1	181.730583804454	-1.96181941175128	0.265371907703192	-3.69725884193855	0.000217940093342483	0.00480535923390011
289	WBGene00017979	F32B5.6	545.282733944921	-1.96237206255145	0.173320954256843	-5.60072138766203	2.13461591354542e-08	8.12534644504278e-07
290	WBGene00018005	F33D11.8	193.513983946135	-2.84128277668261	0.30211417910307	-6.15546421452349	7.48578982729569e-10	3.64801133558212e-08
291	WBGene00018065	F35F11.2	103.935453723884	-2.40143989794876	0.346409093257696	-4.12716569639919	3.67261772502952e-05	0.000936639940473361
292	WBGene00018204	F39F10.4	105.818246135457	-2.54485292191036	0.347548975905676	-4.51958843179498	6.19599633122019e-06	0.000173646768974966
293	WBGene00018241	F40G9.5	25.4475065632041	-3.40919447703919	0.679256950570949	-3.47480829950006	0.000511218541426005	0.0102929817380273
294	WBGene00018390	F43E2.1	4453.8049931675	1.41939087581432	0.105343591512235	4.01242545395469	6.0098060288943e-05	0.00147848957964856
295	WBGene00018433	ceh-82	53.1880783097922	-3.42037849728116	0.51274162118637	-4.69836120367422	2.62257320103385e-06	7.65851433630152e-05
296	WBGene00018439	fbxa-184	109.847171829161	-3.89652821163861	0.406859863863841	-7.02383601920389	2.15858134827339e-12	1.34270779639347e-10
297	WBGene00018575	clec-119	53.0400889711956	-2.6030341980789	0.466301053348118	-3.53274471651926	0.000411269395714989	0.00845866168444994
298	WBGene00018578	F47G3.3	90.7535633936876	-2.1615328502026	0.364359307917125	-3.28391406272827	0.0010237613459677	0.0187387513349255
299	WBGene00018606	F48E3.6	51.5982718687807	-3.05796792104931	0.497674774496451	-4.18298142268596	2.87710910372055e-05	0.00074873339294442
300	WBGene00018615	F48G7.4	162.206304925923	-3.06785606843671	0.303720025661854	-6.84310665832865	7.7493908929991e-12	4.45793907686738e-10
301	WBGene00018658	bath-22	805.243808979361	1.99757903048991	0.146640878787716	6.84549612193244	7.62112840940796e-12	4.41736768639245e-10
302	WBGene00018660	F52C6.3	151.580096683307	2.24346726833381	0.28053947316156	4.51176060959454	6.42917264071688e-06	0.000179524087131842
303	WBGene00018661	F52C6.4	241.546347210365	3.32220300097877	0.241654807429642	9.65033666988047	4.89946112912568e-22	6.04609308047428e-20
304	WBGene00018663	math-31	45.839272265351	-3.87929529128765	0.587629138803886	-4.71504282188527	2.41659920151852e-06	7.11130788108391e-05
305	WBGene00018664	bath-11	2507.0886903843	1.33061097202683	0.109905789002502	3.04074870568846	0.00235990701115098	0.0399839474928179
306	WBGene00018711	F52G3.3	422.086526253363	-2.78770650243568	0.197340141530688	-9.09725044800449	9.26475334646296e-20	9.7102229936696e-18
307	WBGene00018712	F52G3.4	47.9564779651807	-2.58409896857614	0.485727323871852	-3.36264073116462	0.000772007645126912	0.0146203725070941
308	WBGene00018767	F53G2.2	45.5009175726988	-4.51606179358278	0.647381617987706	-4.77747643740379	1.7750884308067e-06	5.3198797037393e-05
309	WBGene00018773	F53G12.8	107.087384683941	-2.95205677994837	0.359038973087672	-5.48563816058497	4.11979416654698e-08	1.53758756918297e-06
310	WBGene00018804	F54D10.3	426.799357154575	2.09112774297512	0.196200780605199	5.61816038797119	1.93001302633694e-08	7.45784326490096e-07
311	WBGene00018842	F54H12.2	17.8060467734358	3.51518517067414	0.735105396033035	3.45006769349638	0.000560446000263439	0.0109666811969708
312	WBGene00018878	glit-1	609.24372990207	-2.62179561954009	0.169721394690748	-9.59394894073133	8.47767279654541e-22	1.02956626295824e-19
313	WBGene00018901	F55G1.5	25.8731212653261	-3.01878572309713	0.653958919368497	-3.14984278774569	0.00163358342656389	0.0284704938420052
314	WBGene00018928	F56B3.2	53.9643168774632	-2.29597782634072	0.447610253839103	-3.00641656419293	0.00264346588076862	0.0438723589018671
315	WBGene00018990	klf-1	493.740112164483	-6.17142532711931	0.34805711472679	-14.069478350975	5.84993174401882e-45	2.2378913886744e-42
316	WBGene00019037	fbxb-17	40.2252790493535	-2.47027577519123	0.514819954453297	-2.97319665418118	0.00294715560617733	0.0484918011674468
317	WBGene00019044	F58E1.13	97.9828763155373	-3.50243040108334	0.403739471205157	-6.1820173772826	6.32875570991265e-10	3.14424090497024e-08
318	WBGene00019132	bath-19	161.598606502257	2.6015392688509	0.268563985584243	6.03238487582631	1.61557434117316e-09	7.58328790448826e-08
319	WBGene00019133	F59H6.2	147.355955658468	-2.06034447080868	0.284681772723896	-3.80033098037196	0.000144502951931021	0.00332363158467568
320	WBGene00019139	bath-1	624.076724794831	1.75684548151847	0.154117168918882	4.95613287175891	7.19100487527054e-07	2.29243242919562e-05
321	WBGene00019266	H35N09.2	64.3577681446531	-2.41780974502768	0.431537506627341	-3.3877151596174	0.000704774147809263	0.0134805675122217
322	WBGene00019316	K02E7.12	295.952897894068	-2.99862799679071	0.238420002355258	-8.41944172020308	3.78282580900416e-17	3.48703617646878e-15
323	WBGene00019360	neto-1	224.242396101137	-3.34151541688922	0.282785346340444	-8.29961784405289	1.04446820489373e-16	9.2921235298162e-15
324	WBGene00019370	K03H6.5	101.554945231267	-4.01548734685401	0.433167877489194	-6.83123423889239	8.41871376794514e-12	4.80683425660808e-10
325	WBGene00019448	frpr-13	24.1336357244608	3.20035239933258	0.636544905255354	3.56496210674182	0.000363908760973237	0.00758655566813688
326	WBGene00019491	K07E3.2	179.273079221427	-2.21359821290854	0.266641289236681	-4.61901952728356	3.85557575452697e-06	0.000112163536493862
327	WBGene00019538	K08D12.4	56.0380326736602	-5.05223754349619	0.672612934536375	-4.85889727917208	1.18041352733066e-06	3.61253755904274e-05
328	WBGene00019588	K09F6.5	28.6653101447367	3.4568171283909	0.619963912805787	4.02865866917211	5.60959945733555e-05	0.00138896587210597
329	WBGene00019611	K10B3.5	569.889847208761	-2.33979448030458	0.173011830815875	-7.78790022763543	6.81319469585517e-15	5.06094685611533e-13
330	WBGene00019705	fbxb-45	160.372180715272	-2.61111615510252	0.298777547236573	-5.45596046776907	4.8708829812781e-08	1.80034423622023e-06
331	WBGene00019871	R04E5.8	356.876745392007	-1.70566978691997	0.20772131881201	-3.4571456472928	0.000545929701465496	0.0107930443046835
332	WBGene00019875	mca-2	81.5090831526757	-2.37861915034662	0.378199866246073	-3.73413344669697	0.000188362606187889	0.00421392485363609
333	WBGene00019899	R05G6.5	36.10188701041	-3.53527600438054	0.609027150932852	-4.08248923024507	4.45558774500421e-05	0.00112879807407375
334	WBGene00019909	R06A10.1	100.604621099999	-2.72845821091656	0.360008262193168	-4.86682189958107	1.13407141077419e-06	3.4987017596102e-05
335	WBGene00019922	fbxc-28	37.0383319475403	-2.85137376218373	0.558147852895942	-3.40200387533453	0.000668936892490816	0.0128593873478574
336	WBGene00019994	cdh-1	188.986578194316	-4.36007466682231	0.662870638262645	-5.19285449786954	2.07094033516873e-07	6.91911113728208e-06
337	WBGene00020100	mks-1	112.590536621207	-4.90825024656992	0.491286761454447	-7.4259129243754	1.12004667183314e-13	7.72024962720301e-12
338	WBGene00020164	T02G5.4	1880.50626137182	1.81719401082282	0.127673823911412	6.4383284276408	1.20796401719985e-10	6.46302985706018e-09
339	WBGene00020183	T03D3.5	3272.04513622353	5.05299223414125	0.128530327597695	31.5321233727162	3.15297567734777e-218	1.20617084536939e-214
340	WBGene00020207	T04B8.5	54.010214473609	-2.62639838586044	0.463668319825023	-3.60042888510169	0.00031769271407666	0.0067706600428984
341	WBGene00020401	T10B11.5	20.9620281882337	-3.11493416934607	0.705222470646479	-3.02493212151641	0.00248688933703149	0.0416349897541092
342	WBGene00020540	T17A3.2	56.9092092854746	-2.64046157533793	0.463358210062436	-3.6347268022388	0.000278275361059079	0.00601436380639268
343	WBGene00020564	T19C3.6	97.6130360929612	-4.56178192727386	0.487357202635723	-6.94803588773346	3.70406791043322e-12	2.23148217186808e-10
344	WBGene00020630	T20F7.1	201.146348211776	-2.59348949197066	0.265117558956822	-6.06684887418033	1.30444192625916e-09	6.19893489304897e-08
345	WBGene00020643	T20H12.1	41.0893792633788	-3.39799813797424	0.570347807031509	-4.18035427227182	2.91055287723591e-05	0.000754869154702779
346	WBGene00020756	T24A6.20	204.073222924067	-2.43301063582848	0.258479335694813	-5.60407197012763	2.09373703419283e-08	8.00959102430465e-07
347	WBGene00020988	W03D8.7	513.594300203089	-1.61688365891495	0.175025541682548	-3.57523304739702	0.000349916060333549	0.00735496642201095
348	WBGene00021027	W04C9.5	101.574711917354	-4.50593877018415	0.474230580479152	-7.0721934522296	1.52503611181992e-12	9.88817906062222e-11
349	WBGene00021036	W05F2.4	302.296592670602	-3.51522326569119	0.246910512435244	-10.1872368252839	2.26099315544418e-24	3.14524702405516e-22
350	WBGene00021037	fbxa-203	5128.09052223437	1.57944502971249	0.103394087115297	5.63488577044224	1.75174410682312e-08	6.83805824556309e-07
351	WBGene00021096	W08F4.7	164.494244264817	-1.90216921315973	0.270301525091137	-3.41236657345972	0.000644014456112339	0.0124114725534396
352	WBGene00021106	W09B7.1	453.040832559906	-1.60789115307115	0.185077056204477	-3.33829572577785	0.000842939843156781	0.015807188088217
353	WBGene00021107	W09B7.2	523.714830349529	-3.13124423741497	0.199467280682631	-10.716429138301	8.52306211980176e-27	1.38744570805539e-24
354	WBGene00021148	W10G11.19	377.186861792473	-4.0557365039509	0.246007195986138	-12.3697999020352	3.80768782751361e-35	9.10394361509583e-33
355	WBGene00021193	math-44	54.3665425313447	-2.37241127462863	0.449736735172358	-3.15883048812042	0.00158403595387762	0.0278608254784314
356	WBGene00021219	Y19D10A.4	130.188593523503	-2.53141863832577	0.316406091859588	-4.90873905652328	9.16638461609877e-07	2.88609089291242e-05
357	WBGene00021246	Y22D7AL.7	2064.47685894767	2.86396555603707	0.136084496092406	13.7350465451204	6.26158178945746e-43	1.99614009463079e-40
358	WBGene00021333	Y34D9A.8	140.379585256679	-5.52073986509217	0.508645634000878	-7.9343772583654	2.11554123881577e-15	1.68604229356036e-13
359	WBGene00021349	arl-13	56.505219467103	-4.43951803777992	0.65202297809381	-4.89776672709479	9.69320097214828e-07	3.02704818930231e-05
360	WBGene00021353	iglr-3	62.4260033255615	-3.44208426621055	0.48629526791171	-5.00591625958342	5.55969251966582e-07	1.81009393480695e-05
361	WBGene00021407	Y38C1AB.5	24.8152800628718	3.8663534749979	0.669488534187387	4.19938216260784	2.67644270711935e-05	0.000699978869804039
362	WBGene00021415	nsy-4	121.899625651178	-3.43245116283539	0.367910402360145	-6.61421738084715	3.73522521565983e-11	2.05598619604413e-09
363	WBGene00021416	mksr-2	274.897251414494	-2.89074657634931	0.253478144161121	-7.50693251363177	6.05289108596092e-14	4.24868529345752e-12
364	WBGene00021417	nhr-236	71.0286790617706	-3.20302045742871	0.448295071288637	-4.94427977489875	7.64258812431485e-07	2.42628388959058e-05
365	WBGene00021430	Y38F2AR.12	272.388600549043	-6.16666191550721	0.45487543908781	-10.2194389980459	1.62277294219797e-24	2.29922884828828e-22
366	WBGene00021458	Y39G10AL.1	42.0923522504231	-3.75554531967127	0.593606264655089	-4.49526003104345	6.94849809964852e-06	0.00019331985076513
367	WBGene00021461	nekl-1	20.3396310417298	-3.62696762896589	0.75004712932205	-3.23919994736205	0.00119865511968105	0.0216806390559804
368	WBGene00021479	oac-55	21.5749501656927	-3.41725855872038	0.719028562721649	-3.25858154093534	0.00111970693282654	0.0204460089333076
369	WBGene00021487	comt-3	135.728047705358	-4.07702840136928	0.382676265171883	-7.9160890211923	2.45098159296715e-15	1.9031937501053e-13
370	WBGene00021505	Y41D4A.3	204.581389093203	-2.31523831015785	0.252788901002631	-5.26450577138314	1.40566984199755e-07	4.82277128301491e-06
371	WBGene00021515	set-23	511.657949076664	1.5545438242769	0.162903266439075	3.45236865244918	0.000555687945761576	0.0109363149152686
372	WBGene00021531	Y42G9A.1	245.998963414242	-2.40456163209319	0.240847299219108	-5.8894193996902	3.87554765428469e-09	1.67524379112611e-07
373	WBGene00021542	Y43B11AL.1	37.3044010363086	-3.11825490038259	0.568940806873657	-3.75978657958634	0.000170058370833567	0.00386088010459235
374	WBGene00021547	Y44E3A.1	32.4832674439373	-4.01897212403708	0.681246202976758	-4.06286778069938	4.84734890190025e-05	0.00121596939175209
375	WBGene00021607	Y46H3C.7	179.407015821591	-2.26923441312437	0.280250273571816	-4.60026290916489	4.21958038223358e-06	0.000120913893275165
376	WBGene00021664	Y48G1BL.5	389.13270292058	2.08668883460502	0.195867303574384	5.60465857551128	2.08665874791716e-08	8.00959102430465e-07
377	WBGene00021671	Y48G1BM.6	1655.01496624055	-1.81149297473303	0.121918281536151	-6.69116932738481	2.21394302968192e-11	1.2364144613209e-09
378	WBGene00021674	Y48G1BM.9	340.976076531338	1.7642263967387	0.199532137588661	3.88894159215759	0.000100682342529513	0.00237753272436205
379	WBGene00021790	Y51H7C.12	155.872713333551	-4.09744915831097	0.361239822363976	-8.45640915933862	2.75736885481335e-17	2.57275964733865e-15
380	WBGene00021808	Y53G8AM.8	330.236579936748	-2.31880296851872	0.220240657232995	-6.04393590169033	1.50399282381102e-09	7.10311672529514e-08
381	WBGene00021819	Y53G8B.3	57.8121723601018	-4.07506932787801	0.549672955494156	-5.35567989847201	8.52352922202355e-08	3.04736084475244e-06
382	WBGene00021835	Y54E10A.17	173.358722594302	-2.69060197337501	0.286016333368237	-5.96718562040326	2.41380759946793e-09	1.09278354695439e-07
383	WBGene00021863	Y54F10BM.9	451.392693707941	-2.11944838842576	0.189720651856442	-5.95151523927412	2.65671278785238e-09	1.18177381045689e-07
384	WBGene00021886	Y54G2A.21	2536.01927353311	-1.39320134362951	0.114077705926245	-3.48047773635564	0.000500520420658056	0.0101309040699862
385	WBGene00021893	ndnf-1	245.225281649218	-2.59079534666022	0.280655577081619	-5.73663059468283	9.65785862197018e-09	3.80888022250999e-07
386	WBGene00021913	cec-8	148.0878545092	-2.68670652667695	0.312102654718191	-5.46722627843698	4.57132341324161e-08	1.6978250211025e-06
387	WBGene00021927	Y55F3AM.10	177.177750965339	-2.07411698182103	0.273601460674187	-3.99944642746947	6.34908172983855e-05	0.00155694949727547
388	WBGene00021931	Y55F3AM.14	850.970059705021	-5.20236706410941	0.220047281473515	-18.907543621077	9.88555178984542e-80	7.56343567441073e-77
389	WBGene00021939	Y55F3BR.2	348.012599296873	-2.33109200990572	0.219665467350022	-6.11600399800469	9.5950918814724e-10	4.58825299907158e-08
390	WBGene00021941	lgc-33	166.770965505405	-3.6064076005848	0.326278308922647	-7.97025016331452	1.58353488614169e-15	1.30275542084625e-13
391	WBGene00021966	Y57G7A.2	112.567984962414	-2.71958291518867	0.344767126328267	-5.05199332139418	4.37222992502264e-07	1.43570519984327e-05
392	WBGene00022020	hpo-39	343.681221704701	-4.91820253639473	0.301188077302216	-12.7529569338737	3.0014088258406e-37	7.4076706214537e-35
393	WBGene00022039	Y65B4BL.7	122.869379630837	-5.49707658167734	0.539103543090668	-7.33112052303581	2.28236288199929e-13	1.53178582545409e-11
394	WBGene00022067	Y67D8C.3	138.387746527783	-2.29406058596173	0.30599530475747	-4.30492907487219	1.67039242668485e-05	0.00044842710373915
395	WBGene00022100	Y69A2AR.31	318.414048744582	-5.69407038753597	0.372462038556764	-11.9439956757903	6.97882621208079e-33	1.44310809050352e-30
396	WBGene00022103	cdh-12	788.621871605932	-2.57359048588595	0.186635024207876	-8.48003933615468	2.25117818224942e-17	2.12639065091238e-15
